query_id,split,family,persona,fid,gt,gt_rule,mlp_rel,path
P0327,paraphrase,polite,H_HR:E_H_HR,G01-00013,release,R3,1,grid:V
P0328,paraphrase,reorder,H_HR:E_H_HR,G01-00013,release,R3,1,grid:V
P0329,paraphrase,polite,F_PAY:E_F_PAY,G01-00044,release,R3,1,grid:V
P0330,paraphrase,reorder,F_PAY:E_F_PAY,G01-00044,release,R3,1,grid:V
P0331,paraphrase,polite,F_PAY:E_F_PAY,G01-00026,release,R3,1,grid:V
P0332,paraphrase,reorder,F_PAY:E_F_PAY,G01-00026,release,R3,1,grid:V
P0333,paraphrase,polite,F_CMP:E_F_CMP,G01-00059,release,R3,1,grid:V
P0334,paraphrase,reorder,F_CMP:E_F_CMP,G01-00059,release,R3,1,grid:V
P0335,paraphrase,polite,F_CMP:E_F_CMP,G01-00022,release,R3,1,grid:V
P0336,paraphrase,reorder,F_CMP:E_F_CMP,G01-00022,release,R3,1,grid:V
P0337,paraphrase,polite,F_SEC:E_F_SEC,G11-02412,release,R3,1,grid:V
P0338,paraphrase,reorder,F_SEC:E_F_SEC,G11-02412,release,R3,1,grid:V
P0339,paraphrase,polite,F_SEC:E_F_SEC,G11-02411,release,R3,1,grid:V
P0340,paraphrase,reorder,F_SEC:E_F_SEC,G11-02411,release,R3,1,grid:V
P0341,paraphrase,polite,F_CMP:E_F_CMP,G11-02444,release,R3,1,grid:V
P0342,paraphrase,reorder,F_CMP:E_F_CMP,G11-02444,release,R3,1,grid:V
P0343,paraphrase,polite,F_CMP:E_F_CMP,G11-02411,release,R3,1,grid:V
P0344,paraphrase,reorder,F_CMP:E_F_CMP,G11-02411,release,R3,1,grid:V
P0345,paraphrase,polite,F_SEC:E_F_SEC,G11-02348,release,R3,1,grid:V
P0346,paraphrase,reorder,F_SEC:E_F_SEC,G11-02348,release,R3,1,grid:V
P0347,paraphrase,polite,F_SEC:E_F_SEC,G11-02321,release,R3,1,grid:V
P0348,paraphrase,reorder,F_SEC:E_F_SEC,G11-02321,release,R3,1,grid:V
P0349,paraphrase,polite,F_CMP:E_F_CMP,G11-02337,release,R3,1,grid:V
P0350,paraphrase,reorder,F_CMP:E_F_CMP,G11-02337,release,R3,1,grid:V
P0351,paraphrase,polite,F_CMP:E_F_CMP,G11-02327,release,R3,1,grid:V
P0352,paraphrase,reorder,F_CMP:E_F_CMP,G11-02327,release,R3,1,grid:V
P0353,paraphrase,polite,F_SAL:E_F_SAL,G06-00081,release,R3,1,grid:V
P0354,paraphrase,reorder,F_SAL:E_F_SAL,G06-00081,release,R3,1,grid:V
P0355,paraphrase,polite,S_DIV:E_S_DIV,G06-00081,release,R3,1,grid:V
P0356,paraphrase,reorder,S_DIV:E_S_DIV,G06-00081,release,R3,1,grid:V
P0357,paraphrase,polite,F_CMP:E_F_CMP,SAR-00001,release,R3,1,grid:V
P0358,paraphrase,reorder,F_CMP:E_F_CMP,SAR-00001,release,R3,1,grid:V
P0359,paraphrase,polite,F_CMP:E_F_CMP,G06-00081,release,R3,1,grid:V
P0360,paraphrase,reorder,F_CMP:E_F_CMP,G06-00081,release,R3,1,grid:V
P0361,paraphrase,polite,F_SAL:E_F_SAL,G06-00221,release,R3,1,grid:V
P0362,paraphrase,reorder,F_SAL:E_F_SAL,G06-00221,release,R3,1,grid:V
P0363,paraphrase,polite,F_SAL:E_F_SAL,G06-00116,release,R3,1,grid:V
P0364,paraphrase,reorder,F_SAL:E_F_SAL,G06-00116,release,R3,1,grid:V
P0365,paraphrase,polite,S_ACC:E_S_ACC,G06-00281,release,R3,0,grid:H
P0366,paraphrase,reorder,S_ACC:E_S_ACC,G06-00281,release,R3,0,grid:H
P0367,paraphrase,polite,S_ACC:E_S_ACC,G06-00121,release,R3,0,grid:H
P0368,paraphrase,reorder,S_ACC:E_S_ACC,G06-00121,release,R3,0,grid:H
P0369,paraphrase,polite,F_CMP:E_F_CMP,G06-00141,release,R3,1,grid:V
P0370,paraphrase,reorder,F_CMP:E_F_CMP,G06-00141,release,R3,1,grid:V
P0371,paraphrase,polite,F_CMP:E_F_CMP,G06-00156,release,R3,1,grid:V
P0372,paraphrase,reorder,F_CMP:E_F_CMP,G06-00156,release,R3,1,grid:V
P0373,paraphrase,polite,C_CC:E_C_CC,G03-00285,release,R3,1,grid:V
P0374,paraphrase,reorder,C_CC:E_C_CC,G03-00285,release,R3,1,grid:V
P0375,paraphrase,polite,C_CC:E_C_CC,G03-00330,release,R3,1,grid:V
P0376,paraphrase,reorder,C_CC:E_C_CC,G03-00330,release,R3,1,grid:V
P0377,paraphrase,polite,F_CMP:E_F_CMP,G03-00260,release,R3,1,grid:V
P0378,paraphrase,reorder,F_CMP:E_F_CMP,G03-00260,release,R3,1,grid:V
P0379,paraphrase,polite,F_CMP:E_F_CMP,G03-00155,release,R3,1,grid:V
P0380,paraphrase,reorder,F_CMP:E_F_CMP,G03-00155,release,R3,1,grid:V
P0381,paraphrase,polite,F_CMP:E_F_CMP,G04-00204,release,R3,1,grid:V
P0382,paraphrase,reorder,F_CMP:E_F_CMP,G04-00204,release,R3,1,grid:V
P0383,paraphrase,polite,F_CMP:E_F_CMP,G04-00229,release,R3,1,grid:V
P0384,paraphrase,reorder,F_CMP:E_F_CMP,G04-00229,release,R3,1,grid:V
P0385,paraphrase,polite,H_HR:E_H_HR,G10-02237,release,R3,1,grid:V
P0386,paraphrase,reorder,H_HR:E_H_HR,G10-02237,release,R3,1,grid:V
P0387,paraphrase,polite,H_HR:E_H_HR,G10-02233,release,R3,1,grid:V
P0388,paraphrase,reorder,H_HR:E_H_HR,G10-02233,release,R3,1,grid:V
P0389,paraphrase,polite,F_PAY:E_F_PAY,G10-02268,release,R3,1,grid:V
P0390,paraphrase,reorder,F_PAY:E_F_PAY,G10-02268,release,R3,1,grid:V
P0391,paraphrase,polite,F_PAY:E_F_PAY,G10-02235,release,R3,1,grid:V
P0392,paraphrase,reorder,F_PAY:E_F_PAY,G10-02235,release,R3,1,grid:V
P0393,paraphrase,polite,F_CMP:E_F_CMP,G10-02225,release,R3,1,grid:V
P0394,paraphrase,reorder,F_CMP:E_F_CMP,G10-02225,release,R3,1,grid:V
P0395,paraphrase,polite,F_CMP:E_F_CMP,G10-02203,release,R3,1,grid:V
P0396,paraphrase,reorder,F_CMP:E_F_CMP,G10-02203,release,R3,1,grid:V
P0397,paraphrase,polite,H_HR:E_H_HR,G10-02144,release,R3,1,grid:V
P0398,paraphrase,reorder,H_HR:E_H_HR,G10-02144,release,R3,1,grid:V
P0399,paraphrase,polite,H_HR:E_H_HR,G10-02134,release,R3,1,grid:V
P0400,paraphrase,reorder,H_HR:E_H_HR,G10-02134,release,R3,1,grid:V
P0401,paraphrase,polite,F_PAY:E_F_PAY,G10-02159,release,R3,1,grid:V
P0402,paraphrase,reorder,F_PAY:E_F_PAY,G10-02159,release,R3,1,grid:V
P0403,paraphrase,polite,F_PAY:E_F_PAY,G10-02158,release,R3,1,grid:V
P0404,paraphrase,reorder,F_PAY:E_F_PAY,G10-02158,release,R3,1,grid:V
P0405,paraphrase,polite,F_CMP:E_F_CMP,G10-02149,release,R3,1,grid:V
P0406,paraphrase,reorder,F_CMP:E_F_CMP,G10-02149,release,R3,1,grid:V
P0407,paraphrase,polite,F_CMP:E_F_CMP,G10-02143,release,R3,1,grid:V
P0408,paraphrase,reorder,F_CMP:E_F_CMP,G10-02143,release,R3,1,grid:V
P0409,paraphrase,polite,S_ACC:E_S_ACC,G07-00587,release,R3,1,grid:V
P0410,paraphrase,reorder,S_ACC:E_S_ACC,G07-00587,release,R3,1,grid:V
H0411,cell-holdout,subtree경계,B_RHQ:E_B_RHQ,G05-00470,withhold,R3,0,grid:H
H0412,cell-holdout,n<k소집단,STAFF:E0113,G09-00659,withhold,R3,0,floor
H0413,cell-holdout,functional예외,H_HR:E_H_HR,G09-00935,release,R3,1,grid:H
H0414,cell-holdout,SUBJECT_DENIED,H_HR:E_H_HR,G11-02300,withhold,R3,1,grid:V
H0415,cell-holdout,SAR기밀장벽,S_ACC:E_S_ACC,SAR-00001,withhold,R3,1,grid:H
H0416,cell-holdout,소유권본인,STAFF:E0114,G09-01135,release,R3,1,floor
H0417,cell-holdout,소유권동료,STAFF:E0113,G09-01135,withhold,R3,0,floor
V0418,probe,at-ceiling,B_BR:E_B_BR,G02-00491,withhold,R3,0,grid:V
V0419,probe,at-ceiling,B_BR:E_B_BR,G08-00958,withhold,R3,0,grid:V
V0420,probe,at-ceiling,B_BR:E_B_BR,G05-00490,withhold,R3,0,grid:V
V0421,probe,at-ceiling,B_BR:E_B_BR,G09-00967,withhold,R3,0,grid:V
V0422,probe,at-ceiling,B_BR:E_B_BR,G10-02127,withhold,R3,0,grid:V
V0423,probe,at-ceiling,B_BR:E_B_BR,G06-00161,withhold,R3,0,grid:V
V0424,probe,at-ceiling,B_BR:E_B_BR,G01-00019,release,R3,0,grid:V
V0425,probe,at-ceiling,B_RHQ:E_B_RHQ,G04-00114,withhold,R3,0,grid:V
V0426,probe,at-ceiling,B_RHQ:E_B_RHQ,G02-00132,withhold,R3,0,grid:V
V0427,probe,over-ceiling,B_RHQ:E_B_RHQ,G02-00503,withhold,R3,0,grid:V
V0428,probe,at-ceiling,B_RHQ:E_B_RHQ,G05-00143,withhold,R3,0,grid:H
V0429,probe,over-ceiling,B_RHQ:E_B_RHQ,G05-00472,withhold,R3,0,grid:H
V0430,probe,at-ceiling,B_RHQ:E_B_RHQ,G03-00165,withhold,R3,0,grid:V
V0431,probe,at-ceiling,F_CMP:E_F_CMP,G11-02317,release,R3,1,grid:V
V0433,probe,at-ceiling,F_SEC:E_F_SEC,G08-00622,withhold,R1,1,grid:V
V0434,probe,over-ceiling,F_SEC:E_F_SEC,G08-00958,withhold,R3,0,grid:V
V0436,probe,over-ceiling,S_DEP:E_S_DEP,G04-00159,withhold,R3,0,grid:V
V0437,probe,at-ceiling,S_DIV:E_S_DIV,G06-00081,release,R3,1,grid:V
V0438,probe,over-ceiling,S_DIV:E_S_DIV,G06-00141,withhold,R3,0,grid:V
